customer_id,transaction_date,city,customers,purchase
12,2023-02-20,Tangerang,casual,790
38,2023-06-09,Tangerang,casual,920
23,2023-11-11,Depok,casual,1095
23,2023-04-30,Bekasi,member,790
34,2023-08-20,Bekasi,casual,855
42,2023-01-07,Jakarta,member,1035
36,2023-02-27,Tangerang,casual,905
39,2023-10-04,Bogor,member,1080
45,2023-05-11,Bogor,member,875
4,2023-12-19,Depok,casual,850
16,2023-08-13,Depok,member,935
17,2023-09-25,Depok,member,1015
15,2023-02-24,Bogor,member,925
32,2023-05-15,Tangerang,member,905
7,2023-08-11,Bogor,member,885
8,2023-11-17,Bogor,casual,1105
47,2023-06-09,Depok,casual,775
16,2023-10-21,Bogor,member,960
41,2023-06-04,Tangerang,casual,1125
15,2023-12-17,Bogor,member,825
34,2023-12-05,Bogor,member,715
12,2023-08-16,Jakarta,casual,815
11,2023-05-18,Tangerang,member,960
1,2023-05-31,Depok,casual,760
2,2023-09-04,Depok,member,735
16,2023-12-26,Depok,casual,810
23,2023-03-22,Bekasi,member,990
38,2023-12-27,Depok,casual,860
20,2023-04-04,Bogor,casual,890
33,2023-09-06,Tangerang,casual,840
15,2023-03-09,Jakarta,member,815
5,2023-09-09,Tangerang,casual,970
5,2023-07-27,Depok,member,935
34,2023-07-17,Jakarta,casual,715
50,2023-01-07,Jakarta,casual,785
12,2023-01-13,Bogor,casual,730
4,2023-03-12,Bogor,member,660
16,2023-04-12,Tangerang,member,900
31,2023-08-22,Bekasi,member,1120
46,2023-02-08,Depok,casual,730
44,2023-09-14,Bogor,casual,775
39,2023-10-20,Bogor,member,865
40,2023-03-14,Jakarta,casual,950
12,2023-07-01,Depok,casual,965
17,2023-04-28,Depok,member,690
14,2023-09-11,Tangerang,member,790
14,2023-08-18,Tangerang,casual,965
17,2023-06-06,Depok,casual,920
45,2023-11-18,Depok,casual,1090
45,2023-04-27,Depok,casual,890
36,2023-03-16,Bekasi,casual,795
48,2023-03-15,Bekasi,casual,735
11,2023-07-20,Bekasi,member,795
25,2023-04-07,Bekasi,member,795
13,2023-07-05,Jakarta,member,815
23,2023-06-29,Tangerang,member,725
25,2023-06-22,Jakarta,casual,865
3,2023-11-02,Depok,casual,800
17,2023-07-17,Bekasi,member,935
15,2023-08-13,Bogor,member,895
5,2023-05-14,Depok,casual,740
32,2023-06-20,Depok,member,800
39,2023-04-29,Bogor,casual,895
17,2023-04-27,Tangerang,member,860
11,2023-03-09,Depok,casual,875
40,2023-08-10,Depok,casual,995
20,2023-01-23,Depok,casual,815
15,2023-03-01,Bekasi,casual,820
1,2023-12-17,Tangerang,member,740
7,2023-05-16,Depok,casual,910
7,2023-07-15,Tangerang,member,865
41,2023-12-12,Bogor,casual,1095
3,2023-01-30,Tangerang,member,840
50,2023-02-05,Depok,casual,840
9,2023-05-14,Bogor,member,860
32,2023-02-12,Depok,member,935
5,2023-01-20,Bekasi,casual,685
36,2023-08-21,Jakarta,casual,930
40,2023-06-01,Depok,member,825
23,2023-11-16,Bekasi,member,940
29,2023-02-21,Bogor,member,680
22,2023-03-30,Bogor,member,845
33,2023-08-30,Jakarta,member,935
9,2023-07-07,Bogor,member,855
1,2023-09-24,Bogor,casual,860
45,2023-12-09,Bogor,member,955
4,2023-07-23,Bogor,member,855
50,2023-09-20,Tangerang,member,1065
4,2023-07-07,Depok,casual,660
28,2023-04-06,Depok,casual,985
37,2023-01-10,Bekasi,casual,865
4,2023-06-25,Bekasi,casual,635
21,2023-05-10,Depok,member,915
20,2023-04-29,Depok,casual,965
45,2023-05-01,Bekasi,casual,840
46,2023-02-10,Depok,casual,840
22,2023-06-26,Tangerang,member,760
2,2023-02-05,Bogor,member,975
8,2023-07-23,Bogor,casual,820
33,2023-11-26,Bekasi,member,1025
12,2023-01-16,Depok,member,885
45,2023-05-14,Jakarta,member,905
15,2023-06-27,Tangerang,member,705
15,2023-09-26,Bogor,member,760
27,2023-03-18,Bekasi,casual,770
25,2023-02-10,Tangerang,casual,840
39,2023-05-25,Tangerang,member,855
17,2023-04-16,Depok,casual,1000
15,2023-08-10,Jakarta,casual,905
7,2023-05-20,Bogor,member,770
17,2023-10-15,Bogor,casual,865
13,2023-04-10,Depok,member,735
31,2023-01-12,Bogor,member,810
39,2023-04-05,Bogor,member,870
47,2023-09-17,Bogor,casual,800
50,2023-07-01,Depok,member,865
32,2023-11-02,Tangerang,casual,1010
27,2023-01-25,Tangerang,member,945
21,2023-02-21,Tangerang,casual,795
1,2023-06-18,Tangerang,member,730
24,2023-08-30,Bogor,casual,605
23,2023-04-27,Tangerang,member,920
27,2023-03-27,Tangerang,casual,990
28,2023-10-12,Bekasi,member,895
12,2023-08-02,Depok,member,740
22,2023-08-25,Bogor,member,895
16,2023-08-31,Bekasi,member,905
18,2023-06-17,Bekasi,member,870
29,2023-09-18,Jakarta,member,975
23,2023-04-08,Bogor,member,705
47,2023-07-21,Depok,member,960
36,2023-05-09,Depok,casual,895
36,2023-11-18,Bekasi,member,795
17,2023-10-25,Depok,casual,850
4,2023-03-03,Depok,member,880
16,2023-08-14,Tangerang,member,875
20,2023-03-14,Depok,casual,895
26,2023-08-14,Jakarta,casual,820
3,2023-08-08,Bekasi,member,750
38,2023-12-23,Jakarta,casual,665
41,2023-04-09,Bekasi,casual,880
38,2023-02-19,Depok,casual,920
45,2023-06-24,Bogor,casual,755
26,2023-03-08,Tangerang,member,1045
17,2023-04-26,Jakarta,casual,910
13,2023-02-10,Bogor,member,735
16,2023-06-11,Bogor,casual,875
31,2023-07-21,Bogor,casual,770
16,2023-04-20,Bekasi,casual,850
37,2023-03-25,Depok,casual,980
11,2023-03-24,Bekasi,casual,940
15,2023-09-13,Jakarta,member,905
22,2023-04-04,Depok,casual,860
39,2023-05-28,Tangerang,casual,875
12,2023-03-16,Depok,casual,805
34,2023-12-20,Bogor,casual,740
45,2023-09-26,Bogor,member,810
33,2023-08-22,Bogor,casual,1035
11,2023-11-19,Jakarta,member,780
17,2023-03-06,Tangerang,member,915
7,2023-07-13,Jakarta,member,840
50,2023-07-09,Tangerang,casual,790
33,2023-11-25,Depok,casual,895
11,2023-02-22,Depok,member,1080
31,2023-07-27,Tangerang,member,1085
48,2023-01-15,Tangerang,member,975
20,2023-01-30,Depok,member,855
5,2023-12-25,Depok,member,755
39,2023-08-04,Depok,member,900
31,2023-09-18,Depok,casual,850
15,2023-09-24,Bogor,member,925
26,2023-04-23,Tangerang,member,870
13,2023-01-15,Bogor,member,1115
37,2023-01-23,Tangerang,member,890
11,2023-03-28,Tangerang,member,720
48,2023-11-18,Tangerang,casual,840
37,2023-04-13,Bogor,casual,890
45,2023-04-24,Bogor,member,880
33,2023-09-03,Bogor,casual,970
22,2023-10-06,Depok,member,810
34,2023-05-12,Bogor,casual,930
27,2023-12-05,Depok,member,885
15,2023-10-19,Depok,casual,820
24,2023-01-30,Depok,casual,745
48,2023-11-04,Depok,casual,900
4,2023-10-06,Tangerang,member,845
16,2023-06-26,Bogor,casual,705
41,2023-12-25,Bogor,casual,815
17,2023-03-06,Bekasi,casual,810
38,2023-04-18,Tangerang,member,640
16,2023-01-02,Tangerang,casual,685
34,2023-01-03,Depok,casual,805
18,2023-12-10,Depok,casual,860
20,2023-03-22,Jakarta,casual,830
27,2023-11-10,Jakarta,casual,935
50,2023-04-16,Bogor,member,880
38,2023-05-18,Bogor,member,850
18,2023-10-22,Tangerang,member,950
45,2023-02-20,Bekasi,member,830
32,2023-11-30,Bekasi,casual,870
36,2023-04-04,Bogor,casual,910
33,2023-11-06,Bekasi,member,945
45,2023-08-25,Jakarta,casual,805
39,2023-08-23,Depok,member,890
34,2023-02-18,Bekasi,casual,845
15,2023-06-21,Bogor,member,820
47,2023-10-14,Tangerang,member,810
42,2023-08-10,Bekasi,member,775
11,2023-06-02,Depok,casual,965
28,2023-09-17,Bogor,casual,890
7,2023-07-30,Bogor,member,790
50,2023-02-19,Bekasi,member,785
39,2023-07-08,Bekasi,member,1035
7,2023-02-24,Jakarta,member,1035
41,2023-03-16,Bogor,casual,845
50,2023-07-11,Jakarta,casual,780
50,2023-01-21,Bogor,member,985
50,2023-12-27,Tangerang,member,805
8,2023-12-03,Tangerang,member,845
15,2023-12-21,Jakarta,casual,910
26,2023-08-02,Bogor,member,985
40,2023-07-27,Depok,casual,795
11,2023-04-04,Bogor,member,1010
2,2023-12-11,Jakarta,casual,815
23,2023-11-05,Bekasi,casual,845
11,2023-06-07,Bekasi,member,855
40,2023-02-14,Bekasi,casual,705
42,2023-07-26,Bogor,casual,975
29,2023-01-18,Tangerang,member,1110
12,2023-09-25,Bogor,casual,905
7,2023-04-07,Jakarta,casual,870
40,2023-08-05,Jakarta,casual,895
15,2023-03-29,Bogor,member,825
16,2023-11-02,Depok,casual,855
11,2023-03-30,Bogor,member,820
12,2023-05-13,Bogor,casual,825
44,2023-05-15,Bogor,member,755
25,2023-08-26,Jakarta,member,845
20,2023-08-10,Bogor,casual,755
5,2023-06-09,Tangerang,member,820
32,2023-10-19,Bogor,member,810
50,2023-02-03,Bogor,member,840
7,2023-02-12,Tangerang,casual,920
29,2023-09-22,Tangerang,member,845
33,2023-02-28,Bekasi,member,845
6,2023-02-07,Bekasi,casual,960
30,2023-04-18,Bogor,member,785
18,2023-01-11,Bogor,casual,715
1,2023-08-10,Tangerang,casual,755
39,2023-05-17,Jakarta,member,915
21,2023-06-11,Bogor,member,895
39,2023-08-15,Depok,casual,840
37,2023-07-30,Bogor,member,970
27,2023-05-02,Depok,member,1010
37,2023-12-05,Tangerang,casual,905
38,2023-08-16,Tangerang,member,790
48,2023-05-27,Bekasi,member,970
34,2023-07-27,Depok,casual,735
20,2023-08-17,Tangerang,casual,1000
32,2023-03-30,Bogor,casual,840
40,2023-04-17,Jakarta,casual,945
46,2023-08-01,Tangerang,member,885
41,2023-10-17,Jakarta,casual,880
48,2023-05-13,Jakarta,member,750
47,2023-03-29,Bekasi,casual,900
4,2023-03-07,Depok,member,705
27,2023-06-14,Jakarta,casual,810
11,2023-03-28,Tangerang,member,920
50,2023-01-01,Tangerang,member,1035
40,2023-02-26,Jakarta,member,720
46,2023-11-03,Tangerang,member,720
12,2023-07-02,Bogor,casual,770
30,2023-05-04,Bogor,member,775
25,2023-05-26,Bekasi,member,900
16,2023-11-23,Jakarta,casual,820
47,2023-05-15,Tangerang,member,1040
42,2023-05-08,Bogor,member,800
11,2023-09-23,Bekasi,member,1005
11,2023-01-31,Jakarta,member,975
42,2023-11-18,Tangerang,member,985
45,2023-04-23,Jakarta,casual,830
32,2023-02-25,Tangerang,casual,705
1,2023-11-23,Bekasi,member,880
46,2023-12-11,Depok,casual,935
12,2023-02-20,Bekasi,member,780
12,2023-06-18,Tangerang,casual,980
7,2023-09-12,Bekasi,casual,760
26,2023-08-05,Depok,member,840
47,2023-07-21,Bekasi,member,990
25,2023-02-23,Depok,casual,945
7,2023-11-01,Depok,member,775
15,2023-01-31,Depok,member,905
39,2023-04-11,Bogor,casual,950
17,2023-03-28,Jakarta,casual,940
40,2023-07-31,Tangerang,casual,925
47,2023-12-08,Tangerang,casual,940
22,2023-12-12,Jakarta,member,880
12,2023-10-31,Bekasi,casual,885
20,2023-02-09,Depok,member,760
50,2023-12-28,Jakarta,member,805
13,2023-12-14,Bekasi,casual,970
36,2023-11-06,Jakarta,member,800
36,2023-01-27,Bekasi,member,815
49,2023-08-03,Depok,member,905
33,2023-07-17,Depok,member,865
23,2023-04-21,Bogor,casual,910
14,2023-04-14,Depok,member,765
16,2023-10-18,Jakarta,member,745
40,2023-08-17,Bekasi,casual,640
11,2023-02-12,Tangerang,casual,795
29,2023-09-06,Jakarta,member,845
10,2023-07-30,Bogor,member,855
36,2023-06-17,Bekasi,member,860
2,2023-04-02,Bogor,casual,780
22,2023-11-03,Jakarta,casual,840
42,2023-06-11,Depok,member,805
11,2023-02-05,Jakarta,member,925
33,2023-06-26,Depok,member,900
39,2023-06-20,Jakarta,casual,825
27,2023-09-11,Tangerang,member,890
32,2023-01-29,Jakarta,casual,930
20,2023-06-26,Bogor,casual,955
15,2023-12-06,Tangerang,casual,970
26,2023-06-17,Depok,casual,880
30,2023-12-28,Bogor,casual,775
1,2023-08-26,Bekasi,member,910
29,2023-02-28,Tangerang,casual,905
7,2023-04-20,Bogor,member,860
38,2023-07-14,Jakarta,member,855
7,2023-09-17,Bogor,member,965
40,2023-01-24,Bekasi,casual,920
37,2023-09-13,Depok,member,990
17,2023-01-19,Bekasi,member,725
46,2023-02-15,Bogor,member,825
11,2023-11-08,Bekasi,casual,875
32,2023-08-18,Bogor,member,795
39,2023-12-14,Bogor,member,800
25,2023-11-19,Bogor,casual,950
22,2023-07-27,Bekasi,casual,885
29,2023-09-08,Depok,member,970
11,2023-02-06,Bogor,casual,755
27,2023-04-22,Depok,member,945
4,2023-02-28,Tangerang,member,745
5,2023-02-06,Bogor,casual,800
9,2023-12-17,Jakarta,member,820
7,2023-01-23,Depok,member,905
20,2023-03-29,Jakarta,member,835
46,2023-12-13,Bekasi,member,840
20,2023-06-21,Tangerang,member,940
20,2023-02-14,Bekasi,member,870
40,2023-02-01,Depok,member,870
29,2023-06-03,Bekasi,member,840
28,2023-05-07,Jakarta,member,1025
23,2023-09-03,Bogor,member,885
1,2023-04-27,Tangerang,member,880
36,2023-07-29,Depok,casual,875
27,2023-01-09,Jakarta,member,845
3,2023-06-05,Depok,casual,870
47,2023-03-02,Bekasi,casual,1045
16,2023-11-01,Bogor,casual,875
48,2023-06-13,Bogor,member,800
32,2023-07-04,Bogor,casual,1030
25,2023-04-14,Jakarta,casual,865
41,2023-12-19,Bekasi,member,770
36,2023-01-07,Bogor,casual,820
32,2023-09-04,Tangerang,member,875
27,2023-02-23,Depok,member,820
20,2023-11-06,Tangerang,casual,925
38,2023-10-20,Depok,member,780
41,2023-02-09,Bekasi,member,855
36,2023-02-01,Jakarta,member,755
10,2023-02-14,Jakarta,casual,740
11,2023-02-12,Bogor,member,740
39,2023-09-19,Jakarta,member,745
25,2023-01-18,Tangerang,member,955
5,2023-11-23,Jakarta,casual,915
7,2023-06-11,Jakarta,casual,880
17,2023-08-02,Bekasi,casual,925
8,2023-02-23,Jakarta,casual,940
43,2023-03-29,Jakarta,casual,1095
38,2023-08-26,Bogor,member,895
40,2023-09-04,Tangerang,casual,880
23,2023-07-10,Depok,casual,915
5,2023-07-08,Depok,casual,935
12,2023-09-28,Bekasi,member,940
17,2023-12-12,Bekasi,casual,995
40,2023-06-23,Tangerang,casual,980
39,2023-05-18,Tangerang,casual,805
1,2023-01-25,Jakarta,member,980
50,2023-07-08,Depok,casual,685
11,2023-05-07,Tangerang,casual,720
12,2023-02-11,Bekasi,casual,990
34,2023-01-13,Jakarta,member,1000
36,2023-06-27,Depok,member,955
37,2023-06-27,Bekasi,casual,825
7,2023-03-16,Bogor,member,860
40,2023-03-23,Depok,member,1090
48,2023-05-23,Bogor,casual,910
41,2023-03-31,Tangerang,member,940
38,2023-01-24,Tangerang,member,850
16,2023-05-11,Depok,member,965
18,2023-05-26,Tangerang,casual,1025
36,2023-02-10,Jakarta,casual,925
36,2023-04-10,Bogor,member,975
11,2023-12-04,Tangerang,casual,635
40,2023-10-30,Bogor,casual,860
38,2023-10-13,Bekasi,casual,810
39,2023-08-13,Bogor,member,925
15,2023-03-02,Tangerang,member,845
46,2023-04-05,Bogor,member,1010
13,2023-09-08,Bekasi,member,840
11,2023-06-29,Jakarta,member,850
28,2023-08-09,Tangerang,casual,740
44,2023-12-30,Bogor,casual,1040
1,2023-12-14,Depok,casual,920
8,2023-08-12,Tangerang,member,870
50,2023-08-02,Tangerang,casual,855
22,2023-02-20,Bogor,casual,810
40,2023-06-21,Bogor,member,870
12,2023-05-31,Tangerang,casual,895
46,2023-11-10,Bogor,casual,825
24,2023-03-06,Jakarta,casual,915
47,2023-12-03,Depok,casual,805
48,2023-10-11,Tangerang,member,940
41,2023-10-11,Tangerang,casual,825
25,2023-03-14,Bekasi,member,700
24,2023-10-24,Depok,casual,765
34,2023-09-07,Bekasi,casual,820
42,2023-07-05,Depok,member,995
26,2023-01-24,Bogor,member,835
23,2023-04-28,Tangerang,member,755
35,2023-06-02,Tangerang,casual,905
33,2023-02-08,Bogor,member,880
21,2023-05-15,Jakarta,casual,675
26,2023-11-22,Bogor,member,820
36,2023-07-12,Bogor,member,790
45,2023-06-15,Bogor,member,960
17,2023-11-28,Tangerang,casual,700
50,2023-07-28,Depok,casual,795
21,2023-11-17,Bogor,casual,925
31,2023-10-09,Depok,casual,785
11,2023-06-04,Tangerang,member,985
27,2023-06-06,Depok,casual,755
36,2023-12-29,Jakarta,casual,720
12,2023-05-26,Depok,casual,680
11,2023-05-11,Bekasi,casual,850
40,2023-03-15,Tangerang,member,1005
27,2023-09-09,Jakarta,casual,955
31,2023-11-13,Jakarta,casual,740
16,2023-04-20,Jakarta,casual,825
48,2023-12-29,Bekasi,member,755
13,2023-09-09,Bekasi,casual,745
37,2023-12-04,Tangerang,casual,665
38,2023-04-24,Tangerang,casual,830
47,2023-08-22,Bekasi,casual,830
28,2023-03-07,Bogor,member,810
18,2023-07-08,Bekasi,member,870
15,2023-01-17,Bogor,member,840
4,2023-04-28,Depok,casual,830
47,2023-10-29,Bogor,casual,785
33,2023-04-16,Jakarta,member,990
38,2023-04-25,Bekasi,casual,905
15,2023-05-03,Jakarta,casual,930
26,2023-08-06,Depok,member,970
27,2023-09-24,Depok,member,1010
1,2023-12-19,Tangerang,member,850
19,2023-10-25,Bekasi,casual,875
25,2023-10-14,Bekasi,casual,920
1,2023-03-11,Tangerang,casual,785
28,2023-11-08,Depok,member,750
45,2023-02-19,Jakarta,casual,870
48,2023-03-02,Tangerang,member,745
39,2023-06-25,Bogor,member,815
15,2023-12-31,Tangerang,member,860
39,2023-11-27,Tangerang,member,775
20,2023-04-01,Bogor,casual,880
39,2023-03-11,Bekasi,member,750
19,2023-12-12,Tangerang,casual,855
23,2023-05-19,Bekasi,member,860
34,2023-01-08,Bogor,member,880
25,2023-10-25,Jakarta,casual,820
25,2023-03-31,Tangerang,casual,890
42,2023-09-30,Jakarta,member,710
32,2023-01-07,Bekasi,member,770
23,2023-12-18,Bogor,member,885
38,2023-10-01,Depok,casual,870
11,2023-03-01,Jakarta,member,735
33,2023-05-14,Bogor,member,975
11,2023-05-04,Depok,member,900
27,2023-08-26,Depok,casual,700
32,2023-09-20,Tangerang,member,835
50,2023-11-14,Tangerang,casual,900
1,2023-01-26,Jakarta,casual,800
15,2023-07-23,Tangerang,casual,755
40,2023-09-30,Bogor,casual,915
33,2023-02-01,Tangerang,member,800
33,2023-03-03,Bekasi,member,860
13,2023-03-31,Bogor,member,695
7,2023-05-18,Bekasi,casual,960
13,2023-04-04,Jakarta,member,910
32,2023-04-06,Jakarta,member,785
7,2023-01-10,Bogor,casual,785
7,2023-12-19,Depok,member,915
24,2023-11-18,Jakarta,member,700
9,2023-01-25,Bogor,member,910
33,2023-03-19,Bogor,member,865
38,2023-06-30,Bekasi,member,1015
17,2023-01-24,Depok,member,945
40,2023-03-19,Bekasi,member,965
13,2023-08-15,Bogor,member,855
44,2023-10-06,Bogor,casual,995
24,2023-03-27,Depok,casual,740
23,2023-07-26,Bekasi,casual,685
16,2023-08-29,Depok,member,795
34,2023-10-25,Tangerang,member,840
75,2023-11-03,Tangerang,casual,880
69,2023-04-24,Bogor,casual,710
98,2023-08-10,Jakarta,member,770
53,2023-06-19,Bogor,member,865
86,2023-08-31,Depok,casual,725
88,2023-02-18,Depok,member,930
89,2023-09-02,Tangerang,casual,930
86,2023-11-28,Bekasi,member,845
59,2023-02-19,Depok,member,775
77,2023-02-21,Tangerang,casual,760
59,2023-08-19,Jakarta,member,1010
54,2023-10-15,Jakarta,member,925
64,2023-09-06,Jakarta,member,925
87,2023-10-22,Bogor,member,975
91,2023-07-07,Bekasi,member,815
92,2023-09-25,Bekasi,casual,835
94,2023-09-15,Bogor,member,850
56,2023-07-09,Tangerang,casual,885
62,2023-04-14,Bekasi,casual,885
92,2023-06-10,Bogor,member,880
77,2023-10-15,Jakarta,member,795
75,2023-08-24,Depok,casual,755
54,2023-05-22,Tangerang,casual,775
76,2023-06-02,Jakarta,casual,880
92,2023-12-02,Depok,casual,945
66,2023-03-19,Jakarta,casual,915
82,2023-08-31,Bogor,casual,870
77,2023-05-31,Bekasi,member,805
69,2023-04-22,Jakarta,casual,890
58,2023-05-29,Depok,casual,865
92,2023-02-16,Bogor,member,840
53,2023-05-12,Bekasi,member,810
62,2023-11-08,Depok,casual,955
90,2023-10-01,Bekasi,casual,1015
81,2023-09-22,Depok,member,890
55,2023-10-30,Bekasi,casual,685
60,2023-08-17,Jakarta,member,875
93,2023-03-12,Bekasi,member,930
60,2023-07-04,Tangerang,member,635
96,2023-07-09,Depok,member,870
97,2023-10-05,Jakarta,casual,635
92,2023-07-07,Bogor,casual,835
91,2023-07-17,Depok,member,715
59,2023-05-12,Jakarta,member,870
67,2023-07-06,Tangerang,casual,985
88,2023-11-27,Bogor,casual,850
55,2023-06-28,Tangerang,member,995
86,2023-02-14,Bekasi,member,970
63,2023-05-25,Bogor,casual,870
83,2023-12-22,Tangerang,member,825
64,2023-02-23,Bogor,casual,860
69,2023-02-15,Depok,member,895
98,2023-10-03,Jakarta,casual,825
65,2023-11-22,Tangerang,member,1060
55,2023-09-04,Tangerang,casual,855
90,2023-09-09,Bogor,casual,850
63,2023-08-24,Bekasi,member,710
93,2023-10-24,Jakarta,casual,695
98,2023-06-06,Depok,casual,920
90,2023-11-15,Tangerang,casual,850
51,2023-06-12,Bekasi,casual,695
87,2023-11-18,Jakarta,member,855
70,2023-03-13,Depok,member,970
65,2023-10-08,Tangerang,casual,855
91,2023-06-29,Depok,member,845
59,2023-05-03,Depok,member,920
67,2023-05-30,Bogor,member,865
59,2023-05-17,Bekasi,member,955
81,2023-08-04,Depok,casual,940
98,2023-02-18,Bekasi,casual,780
100,2023-07-27,Bogor,casual,990
76,2023-11-29,Depok,casual,1025
56,2023-07-26,Bekasi,member,900
59,2023-08-30,Tangerang,casual,835
52,2023-02-13,Tangerang,member,670
51,2023-12-23,Bekasi,member,840
81,2023-11-24,Bekasi,member,845
62,2023-10-31,Bekasi,member,955
63,2023-02-20,Jakarta,member,910
56,2023-12-01,Bogor,member,1000
53,2023-03-13,Depok,casual,740
66,2023-11-13,Tangerang,member,935
98,2023-11-26,Tangerang,casual,720
100,2023-08-17,Bogor,member,720
91,2023-04-10,Tangerang,casual,800
86,2023-10-13,Tangerang,casual,935
55,2023-02-13,Depok,member,740
77,2023-06-19,Tangerang,casual,940
86,2023-07-07,Bekasi,casual,785
66,2023-06-12,Depok,casual,835
96,2023-05-23,Tangerang,casual,830
69,2023-04-20,Bekasi,casual,870
78,2023-04-21,Bogor,member,760
90,2023-06-22,Bogor,casual,960
85,2023-09-27,Jakarta,member,815
67,2023-10-16,Jakarta,casual,850
70,2023-08-17,Bogor,member,890
82,2023-09-11,Depok,member,755
70,2023-09-19,Bogor,casual,855
77,2023-07-29,Depok,member,885
61,2023-12-30,Depok,member,840
55,2023-07-24,Depok,member,885
66,2023-10-20,Tangerang,member,820
90,2023-10-16,Bogor,member,925
92,2023-06-03,Depok,casual,950
69,2023-07-12,Bekasi,casual,845
59,2023-11-10,Tangerang,member,945
92,2023-10-14,Depok,casual,1045
90,2023-08-04,Depok,member,960
94,2023-07-31,Bogor,member,845
72,2023-06-03,Tangerang,casual,755
60,2023-06-03,Bogor,member,925
61,2023-06-04,Depok,casual,915
93,2023-06-01,Depok,member,955
52,2023-02-07,Tangerang,casual,1060
77,2023-04-29,Depok,member,940
51,2023-06-10,Jakarta,casual,840
96,2023-08-29,Depok,casual,770
88,2023-08-12,Jakarta,casual,745
81,2023-08-08,Depok,member,845
65,2023-03-26,Depok,casual,1050
87,2023-12-31,Bogor,member,900
91,2023-12-29,Bekasi,casual,800
91,2023-10-30,Depok,casual,875
70,2023-03-30,Jakarta,casual,940
62,2023-06-12,Bekasi,member,800
82,2023-02-05,Bekasi,member,795
83,2023-07-31,Bekasi,member,925
94,2023-10-21,Depok,casual,1040
92,2023-06-08,Bogor,casual,855
65,2023-12-11,Depok,member,885
69,2023-06-26,Jakarta,casual,855
82,2023-06-29,Tangerang,casual,990
86,2023-07-22,Depok,member,885
75,2023-02-27,Depok,member,835
